"steps","plot"
4,"Mammalia"
3,"Mammalia"
5,"Mammalia"
1,"Mammalia"
10,"Mammalia"
6,"Mammalia"
12,"Mammalia"
9,"Mammalia"
5,"Mammalia"
4,"Mammalia"
3,"Mammalia"
7,"Mammalia"
2,"Mammalia"
13,"Mammalia"
9,"Mammalia"
11,"Mammalia"
4,"Mammalia"
14,"Mammalia"
10,"Mammalia"
14,"Mammalia"
4,"Mammalia"
13,"Mammalia"
6,"Mammalia"
6,"Mammalia"
11,"Mammalia"
18,"Mammalia"
3,"Mammalia"
12,"Mammalia"
9,"Mammalia"
7,"Mammalia"
14,"Mammalia"
14,"Mammalia"
2,"Mammalia"
4,"Mammalia"
2,"Mammalia"
4,"Mammalia"
9,"Mammalia"
13,"Mammalia"
9,"Mammalia"
11,"Mammalia"
13,"Mammalia"
1,"Mammalia"
11,"Mammalia"
4,"Mammalia"
1,"Mammalia"
6,"Mammalia"
8,"Mammalia"
10,"Mammalia"
2,"Mammalia"
8,"Mammalia"
11,"Mammalia"
5,"Mammalia"
6,"Mammalia"
7,"Mammalia"
1,"Mammalia"
14,"Mammalia"
16,"Mammalia"
7,"Mammalia"
7,"Mammalia"
3,"Mammalia"
10,"Mammalia"
11,"Mammalia"
15,"Mammalia"
1,"Mammalia"
10,"Mammalia"
2,"Mammalia"
11,"Mammalia"
2,"Mammalia"
14,"Mammalia"
10,"Mammalia"
18,"Mammalia"
4,"Mammalia"
12,"Mammalia"
5,"Mammalia"
11,"Mammalia"
5,"Mammalia"
1,"Mammalia"
1,"Mammalia"
7,"Mammalia"
1,"Mammalia"
3,"Mammalia"
10,"Mammalia"
5,"Mammalia"
1,"Mammalia"
10,"Mammalia"
11,"Mammalia"
11,"Mammalia"
0,"Mammalia"
4,"Mammalia"
3,"Mammalia"
3,"Mammalia"
12,"Mammalia"
1,"Mammalia"
8,"Mammalia"
3,"Mammalia"
10,"Mammalia"
5,"Mammalia"
1,"Mammalia"
2,"Mammalia"
4,"Mammalia"
8,"Mammalia"
7,"Mammalia"
10,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
8,"Mammalia"
2,"Mammalia"
10,"Mammalia"
14,"Mammalia"
1,"Mammalia"
10,"Mammalia"
5,"Mammalia"
8,"Mammalia"
6,"Mammalia"
2,"Mammalia"
6,"Mammalia"
8,"Mammalia"
6,"Mammalia"
9,"Mammalia"
2,"Mammalia"
2,"Mammalia"
8,"Mammalia"
10,"Mammalia"
11,"Mammalia"
7,"Mammalia"
7,"Mammalia"
12,"Mammalia"
1,"Mammalia"
2,"Mammalia"
5,"Mammalia"
3,"Mammalia"
1,"Mammalia"
1,"Mammalia"
0,"Mammalia"
1,"Mammalia"
9,"Mammalia"
3,"Mammalia"
6,"Mammalia"
9,"Mammalia"
7,"Mammalia"
1,"Mammalia"
11,"Mammalia"
6,"Mammalia"
1,"Mammalia"
6,"Mammalia"
4,"Mammalia"
3,"Mammalia"
8,"Mammalia"
8,"Mammalia"
4,"Mammalia"
0,"Mammalia"
10,"Mammalia"
4,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
2,"Mammalia"
4,"Mammalia"
3,"Mammalia"
5,"Mammalia"
4,"Mammalia"
4,"Mammalia"
5,"Mammalia"
3,"Mammalia"
5,"Mammalia"
3,"Mammalia"
1,"Mammalia"
2,"Mammalia"
2,"Mammalia"
2,"Mammalia"
2,"Mammalia"
1,"Mammalia"
2,"Mammalia"
1,"Mammalia"
2,"Mammalia"
2,"Mammalia"
1,"Mammalia"
6,"Mammalia"
5,"Mammalia"
5,"Mammalia"
4,"Mammalia"
1,"Mammalia"
6,"Mammalia"
2,"Mammalia"
5,"Mammalia"
4,"Mammalia"
1,"Mammalia"
7,"Mammalia"
3,"Mammalia"
4,"Mammalia"
1,"Mammalia"
0,"Mammalia"
2,"Mammalia"
2,"Mammalia"
2,"Mammalia"
1,"Mammalia"
5,"Mammalia"
3,"Mammalia"
5,"Mammalia"
6,"Mammalia"
3,"Mammalia"
7,"Mammalia"
1,"Mammalia"
2,"Mammalia"
7,"Mammalia"
4,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
4,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
6,"Mammalia"
2,"Mammalia"
6,"Mammalia"
1,"Mammalia"
4,"Mammalia"
9,"Mammalia"
4,"Mammalia"
4,"Mammalia"
5,"Mammalia"
3,"Mammalia"
3,"Mammalia"
7,"Mammalia"
8,"Mammalia"
3,"Mammalia"
1,"Mammalia"
1,"Mammalia"
5,"Mammalia"
3,"Mammalia"
6,"Mammalia"
3,"Mammalia"
8,"Mammalia"
3,"Mammalia"
2,"Mammalia"
8,"Mammalia"
6,"Mammalia"
6,"Mammalia"
5,"Mammalia"
8,"Mammalia"
4,"Mammalia"
3,"Mammalia"
3,"Mammalia"
2,"Mammalia"
5,"Mammalia"
4,"Mammalia"
8,"Mammalia"
4,"Mammalia"
1,"Mammalia"
3,"Mammalia"
3,"Mammalia"
2,"Mammalia"
2,"Mammalia"
7,"Mammalia"
4,"Mammalia"
4,"Mammalia"
1,"Mammalia"
2,"Mammalia"
2,"Mammalia"
2,"Mammalia"
3,"Mammalia"
5,"Mammalia"
4,"Mammalia"
3,"Mammalia"
3,"Mammalia"
1,"Mammalia"
3,"Mammalia"
7,"Mammalia"
5,"Mammalia"
9,"Mammalia"
2,"Mammalia"
1,"Mammalia"
3,"Mammalia"
5,"Mammalia"
4,"Mammalia"
4,"Mammalia"
1,"Mammalia"
7,"Mammalia"
1,"Mammalia"
4,"Mammalia"
3,"Mammalia"
8,"Mammalia"
5,"Mammalia"
5,"Mammalia"
2,"Mammalia"
2,"Mammalia"
3,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
2,"Mammalia"
3,"Mammalia"
1,"Mammalia"
4,"Mammalia"
2,"Mammalia"
1,"Mammalia"
8,"Mammalia"
5,"Mammalia"
2,"Mammalia"
8,"Mammalia"
8,"Mammalia"
3,"Mammalia"
2,"Mammalia"
3,"Mammalia"
3,"Mammalia"
5,"Mammalia"
3,"Mammalia"
3,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
3,"Mammalia"
6,"Mammalia"
6,"Mammalia"
1,"Mammalia"
1,"Mammalia"
2,"Mammalia"
2,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
4,"Mammalia"
5,"Mammalia"
8,"Mammalia"
3,"Mammalia"
2,"Mammalia"
3,"Mammalia"
1,"Mammalia"
5,"Mammalia"
6,"Mammalia"
4,"Mammalia"
3,"Mammalia"
6,"Mammalia"
2,"Mammalia"
3,"Mammalia"
1,"Mammalia"
2,"Mammalia"
4,"Mammalia"
2,"Mammalia"
2,"Mammalia"
2,"Mammalia"
2,"Mammalia"
4,"Mammalia"
7,"Mammalia"
3,"Mammalia"
1,"Mammalia"
1,"Mammalia"
9,"Mammalia"
4,"Mammalia"
3,"Mammalia"
3,"Mammalia"
5,"Mammalia"
2,"Mammalia"
5,"Mammalia"
6,"Mammalia"
2,"Mammalia"
0,"Mammalia"
2,"Mammalia"
4,"Mammalia"
5,"Mammalia"
5,"Mammalia"
5,"Mammalia"
5,"Mammalia"
5,"Mammalia"
2,"Mammalia"
3,"Mammalia"
7,"Mammalia"
4,"Mammalia"
4,"Mammalia"
1,"Mammalia"
2,"Mammalia"
5,"Mammalia"
2,"Mammalia"
2,"Mammalia"
3,"Mammalia"
4,"Mammalia"
3,"Mammalia"
6,"Mammalia"
4,"Mammalia"
6,"Mammalia"
2,"Mammalia"
5,"Mammalia"
1,"Mammalia"
8,"Mammalia"
4,"Mammalia"
3,"Mammalia"
3,"Mammalia"
3,"Mammalia"
4,"Mammalia"
4,"Mammalia"
4,"Mammalia"
2,"Mammalia"
3,"Mammalia"
3,"Mammalia"
8,"Mammalia"
2,"Mammalia"
8,"Mammalia"
3,"Mammalia"
1,"Mammalia"
4,"Mammalia"
1,"Mammalia"
6,"Mammalia"
3,"Mammalia"
7,"Mammalia"
6,"Mammalia"
3,"Mammalia"
4,"Mammalia"
1,"Mammalia"
4,"Mammalia"
5,"Mammalia"
6,"Mammalia"
3,"Mammalia"
3,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
3,"Mammalia"
2,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
6,"Mammalia"
5,"Mammalia"
4,"Mammalia"
4,"Mammalia"
5,"Mammalia"
3,"Mammalia"
0,"Mammalia"
0,"Mammalia"
4,"Mammalia"
5,"Mammalia"
3,"Mammalia"
5,"Mammalia"
2,"Mammalia"
5,"Mammalia"
5,"Mammalia"
8,"Mammalia"
1,"Mammalia"
6,"Mammalia"
0,"Mammalia"
4,"Mammalia"
1,"Mammalia"
1,"Mammalia"
8,"Mammalia"
1,"Mammalia"
2,"Mammalia"
8,"Mammalia"
3,"Mammalia"
1,"Mammalia"
5,"Mammalia"
1,"Mammalia"
7,"Mammalia"
2,"Mammalia"
2,"Mammalia"
2,"Mammalia"
2,"Mammalia"
2,"Mammalia"
3,"Mammalia"
1,"Mammalia"
4,"Mammalia"
10,"Mammalia"
6,"Mammalia"
5,"Mammalia"
2,"Mammalia"
9,"Mammalia"
3,"Mammalia"
1,"Mammalia"
1,"Mammalia"
3,"Mammalia"
2,"Mammalia"
0,"Mammalia"
8,"Mammalia"
3,"Mammalia"
1,"Mammalia"
5,"Mammalia"
8,"Mammalia"
8,"Mammalia"
5,"Mammalia"
13,"Mammalia"
10,"Mammalia"
4,"Mammalia"
0,"Mammalia"
3,"Mammalia"
3,"Mammalia"
5,"Mammalia"
1,"Mammalia"
2,"Mammalia"
4,"Mammalia"
2,"Mammalia"
2,"Mammalia"
5,"Mammalia"
0,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
2,"Mammalia"
3,"Mammalia"
1,"Mammalia"
2,"Mammalia"
12,"Mammalia"
7,"Mammalia"
7,"Mammalia"
1,"Mammalia"
1,"Mammalia"
0,"Mammalia"
1,"Mammalia"
1,"Mammalia"
4,"Mammalia"
1,"Mammalia"
0,"Mammalia"
4,"Mammalia"
1,"Mammalia"
2,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
0,"Mammalia"
9,"Mammalia"
9,"Mammalia"
7,"Mammalia"
2,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
9,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
2,"Mammalia"
7,"Mammalia"
4,"Mammalia"
3,"Mammalia"
6,"Mammalia"
1,"Mammalia"
0,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
4,"Mammalia"
1,"Mammalia"
7,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
0,"Mammalia"
0,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
0,"Mammalia"
0,"Mammalia"
0,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
2,"Mammalia"
5,"Mammalia"
3,"Mammalia"
4,"Mammalia"
5,"Mammalia"
7,"Mammalia"
6,"Mammalia"
4,"Mammalia"
5,"Mammalia"
3,"Mammalia"
2,"Mammalia"
1,"Mammalia"
8,"Mammalia"
1,"Mammalia"
1,"Mammalia"
5,"Mammalia"
7,"Mammalia"
2,"Mammalia"
2,"Mammalia"
6,"Mammalia"
4,"Mammalia"
7,"Mammalia"
4,"Mammalia"
3,"Mammalia"
2,"Mammalia"
1,"Mammalia"
2,"Mammalia"
4,"Mammalia"
0,"Mammalia"
3,"Mammalia"
5,"Mammalia"
5,"Mammalia"
2,"Mammalia"
2,"Mammalia"
5,"Mammalia"
2,"Mammalia"
1,"Mammalia"
4,"Mammalia"
3,"Mammalia"
6,"Mammalia"
2,"Mammalia"
1,"Mammalia"
6,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
4,"Mammalia"
1,"Mammalia"
7,"Mammalia"
8,"Mammalia"
5,"Mammalia"
1,"Mammalia"
1,"Mammalia"
3,"Mammalia"
8,"Mammalia"
8,"Mammalia"
3,"Mammalia"
3,"Mammalia"
1,"Mammalia"
1,"Mammalia"
0,"Mammalia"
3,"Mammalia"
7,"Mammalia"
5,"Mammalia"
2,"Mammalia"
7,"Mammalia"
3,"Mammalia"
4,"Mammalia"
4,"Mammalia"
4,"Mammalia"
3,"Mammalia"
1,"Mammalia"
0,"Mammalia"
2,"Mammalia"
1,"Mammalia"
3,"Mammalia"
4,"Mammalia"
5,"Mammalia"
1,"Mammalia"
2,"Mammalia"
1,"Mammalia"
2,"Mammalia"
6,"Mammalia"
1,"Mammalia"
3,"Mammalia"
7,"Mammalia"
4,"Mammalia"
2,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
6,"Mammalia"
5,"Mammalia"
2,"Mammalia"
2,"Mammalia"
1,"Mammalia"
3,"Mammalia"
2,"Mammalia"
7,"Mammalia"
2,"Mammalia"
1,"Mammalia"
2,"Mammalia"
2,"Mammalia"
0,"Mammalia"
2,"Mammalia"
4,"Mammalia"
3,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
4,"Mammalia"
1,"Mammalia"
7,"Mammalia"
4,"Mammalia"
6,"Mammalia"
8,"Mammalia"
1,"Mammalia"
4,"Mammalia"
7,"Mammalia"
5,"Mammalia"
3,"Mammalia"
2,"Mammalia"
6,"Mammalia"
0,"Mammalia"
1,"Mammalia"
6,"Mammalia"
2,"Mammalia"
2,"Mammalia"
3,"Mammalia"
6,"Mammalia"
5,"Mammalia"
2,"Mammalia"
1,"Mammalia"
4,"Mammalia"
0,"Mammalia"
4,"Mammalia"
1,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
2,"Mammalia"
3,"Mammalia"
1,"Mammalia"
3,"Mammalia"
2,"Mammalia"
5,"Mammalia"
5,"Mammalia"
3,"Mammalia"
1,"Mammalia"
7,"Mammalia"
2,"Mammalia"
1,"Mammalia"
3,"Mammalia"
6,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
3,"Mammalia"
2,"Mammalia"
8,"Mammalia"
8,"Mammalia"
3,"Mammalia"
1,"Mammalia"
2,"Mammalia"
2,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
8,"Mammalia"
4,"Mammalia"
2,"Mammalia"
2,"Mammalia"
4,"Mammalia"
1,"Mammalia"
8,"Mammalia"
4,"Mammalia"
2,"Mammalia"
4,"Mammalia"
2,"Mammalia"
4,"Mammalia"
1,"Mammalia"
3,"Mammalia"
2,"Mammalia"
1,"Mammalia"
0,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
9,"Mammalia"
1,"Mammalia"
1,"Mammalia"
4,"Mammalia"
7,"Mammalia"
3,"Mammalia"
6,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
2,"Mammalia"
2,"Mammalia"
4,"Mammalia"
6,"Mammalia"
2,"Mammalia"
2,"Mammalia"
6,"Mammalia"
3,"Mammalia"
7,"Mammalia"
1,"Mammalia"
1,"Mammalia"
3,"Mammalia"
3,"Mammalia"
2,"Mammalia"
2,"Mammalia"
3,"Mammalia"
2,"Mammalia"
3,"Mammalia"
1,"Mammalia"
4,"Mammalia"
3,"Mammalia"
5,"Mammalia"
2,"Mammalia"
4,"Mammalia"
1,"Mammalia"
4,"Mammalia"
2,"Mammalia"
3,"Mammalia"
1,"Mysticeti"
2,"Mysticeti"
8,"Mysticeti"
5,"Mysticeti"
2,"Mysticeti"
1,"Mysticeti"
2,"Mysticeti"
1,"Mysticeti"
3,"Mysticeti"
2,"Mysticeti"
1,"Mysticeti"
1,"Mysticeti"
2,"Mysticeti"
2,"Mysticeti"
3,"Mysticeti"
6,"Mysticeti"
1,"Mysticeti"
1,"Mysticeti"
1,"Mysticeti"
2,"Mysticeti"
1,"Mysticeti"
2,"Mysticeti"
2,"Mysticeti"
1,"Mysticeti"
2,"Mysticeti"
1,"Mysticeti"
1,"Mysticeti"
1,"Mysticeti"
1,"Mysticeti"
1,"Mysticeti"
2,"Mysticeti"
2,"Mysticeti"
3,"Mysticeti"
5,"Mysticeti"
1,"Mysticeti"
2,"Mysticeti"
5,"Mysticeti"
4,"Mysticeti"
2,"Mysticeti"
2,"Mysticeti"
1,"Mysticeti"
1,"Mysticeti"
3,"Mysticeti"
1,"Mysticeti"
1,"Mysticeti"
2,"Mysticeti"
3,"Mysticeti"
3,"Mysticeti"
9,"Mysticeti"
4,"Mysticeti"
3,"Mysticeti"
1,"Mysticeti"
4,"Mysticeti"
4,"Mysticeti"
2,"Mysticeti"
2,"Mysticeti"
7,"Mysticeti"
4,"Mysticeti"
8,"Mysticeti"
7,"Mysticeti"
3,"Mysticeti"
3,"Mysticeti"
2,"Mysticeti"
3,"Mysticeti"
5,"Mysticeti"
1,"Mysticeti"
6,"Mysticeti"
5,"Mysticeti"
8,"Mysticeti"
5,"Mysticeti"
4,"Mysticeti"
4,"Mysticeti"
2,"Mysticeti"
3,"Mysticeti"
6,"Mysticeti"
4,"Mysticeti"
4,"Mysticeti"
8,"Mysticeti"
7,"Mysticeti"
2,"Mysticeti"
1,"Mysticeti"
7,"Mysticeti"
5,"Mysticeti"
4,"Mysticeti"
7,"Mysticeti"
4,"Mysticeti"
6,"Mysticeti"
5,"Mysticeti"
7,"Mysticeti"
1,"Mysticeti"
6,"Mysticeti"
1,"Mysticeti"
2,"Mysticeti"
1,"Mysticeti"
3,"Mysticeti"
1,"Mysticeti"
4,"Mysticeti"
2,"Mysticeti"
6,"Mysticeti"
1,"Mysticeti"
5,"Mysticeti"
6,"Mysticeti"
1,"Mysticeti"
10,"Mysticeti"
1,"Mysticeti"
4,"Mysticeti"
3,"Mysticeti"
1,"Mysticeti"
6,"Mysticeti"
4,"Mysticeti"
1,"Mysticeti"
7,"Mysticeti"
4,"Mysticeti"
8,"Mysticeti"
4,"Mysticeti"
8,"Mysticeti"
1,"Mysticeti"
3,"Mysticeti"
5,"Mysticeti"
3,"Mysticeti"
5,"Mysticeti"
3,"Mysticeti"
3,"Mysticeti"
1,"Mysticeti"
6,"Mysticeti"
4,"Mysticeti"
1,"Mysticeti"
4,"Mysticeti"
8,"Mysticeti"
2,"Mysticeti"
5,"Mysticeti"
6,"Mysticeti"
11,"Mysticeti"
1,"Mysticeti"
8,"Mysticeti"
3,"Mysticeti"
1,"Mysticeti"
4,"Mysticeti"
5,"Mysticeti"
2,"Mysticeti"
5,"Mysticeti"
4,"Mysticeti"
8,"Mysticeti"
1,"Mysticeti"
1,"Mysticeti"
1,"Mysticeti"
7,"Mysticeti"
4,"Mysticeti"
1,"Mysticeti"
6,"Mysticeti"
1,"Mysticeti"
4,"Mysticeti"
9,"Mysticeti"
4,"Mysticeti"
11,"Mysticeti"
1,"Mysticeti"
5,"Mysticeti"
2,"Mysticeti"
2,"Mysticeti"
1,"Mysticeti"
2,"Mysticeti"
7,"Mysticeti"
1,"Mysticeti"
2,"Mysticeti"
6,"Mysticeti"
2,"Mysticeti"
1,"Mysticeti"
3,"Mysticeti"
3,"Mysticeti"
1,"Mysticeti"
3,"Mysticeti"
2,"Mysticeti"
3,"Mysticeti"
6,"Mysticeti"
2,"Mysticeti"
2,"Mysticeti"
1,"Mysticeti"
1,"Mysticeti"
3,"Mysticeti"
5,"Mysticeti"
3,"Mysticeti"
5,"Mysticeti"
2,"Mysticeti"
3,"Mysticeti"
8,"Mysticeti"
3,"Mysticeti"
2,"Mysticeti"
1,"Mysticeti"
2,"Mysticeti"
4,"Mysticeti"
2,"Mysticeti"
2,"Mysticeti"
2,"Mysticeti"
4,"Mysticeti"
3,"Mysticeti"
4,"Mysticeti"
3,"Mysticeti"
1,"Mysticeti"
2,"Mysticeti"
7,"Mysticeti"
1,"Mysticeti"
4,"Mysticeti"
2,"Mysticeti"
1,"Mysticeti"
3,"Mysticeti"
1,"Mysticeti"
2,"Mysticeti"
3,"Mysticeti"
1,"Mysticeti"
2,"Mysticeti"
1,"Mysticeti"
1,"Mysticeti"
4,"Panarthropoda"
5,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
3,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
4,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
5,"Panarthropoda"
1,"Panarthropoda"
3,"Panarthropoda"
3,"Panarthropoda"
6,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
3,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
12,"Panarthropoda"
7,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
6,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
8,"Panarthropoda"
5,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
3,"Panarthropoda"
9,"Panarthropoda"
2,"Panarthropoda"
4,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
3,"Panarthropoda"
2,"Panarthropoda"
3,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
3,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
5,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
3,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
3,"Panarthropoda"
3,"Panarthropoda"
15,"Panarthropoda"
3,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
3,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
13,"Panarthropoda"
10,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
4,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
7,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
4,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
3,"Panarthropoda"
5,"Panarthropoda"
3,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
8,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
10,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
4,"Panarthropoda"
7,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
3,"Panarthropoda"
1,"Panarthropoda"
3,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
3,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
3,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
10,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
3,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
3,"Panarthropoda"
3,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
2,"Panarthropoda"
1,"Panarthropoda"
1,"Panarthropoda"
3,"Panarthropoda"
1,"Panarthropoda"
3,"Panarthropoda"
